Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,predicted_is_fraud
2026,2020-06-21 23:59:05,6564459919350820,fraud_Lemke-Gutmann,shopping_net,955.16,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,1799ffe421a2a05dc87903e379140f55,1371859145,43.027879,-90.493768,1,1
2195,2020-06-22 01:25:13,4005676619255478,"fraud_Goldner, Kovacek and Abbott",grocery_pos,326.94,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994-05-31,219c46c355f98b732d9a36818c5b8a88,1371864313,29.784597,-90.671894,1,1
2258,2020-06-22 01:54:33,3524574586339330,"fraud_Osinski, Ledner and Leuschke",grocery_pos,353.08,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,7220be6f2a92f9c1056d2bcf46c986bd,1371866073,28.256217,-80.914551,1,1
2433,2020-06-22 03:21:09,3513285035244624,fraud_Huel Ltd,misc_net,875.04,Ariana,Campbell,F,50932 Neal Valley,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",1936-11-05,5b0f6327129de1c595c2c83afcfd6539,1371871269,37.314284,-81.025239,0,1
3371,2020-06-22 10:17:19,2720894374956739,fraud_Upton PLC,entertainment,506.01,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,3e84e4029eb685424a7c4302a6036e8c,1371896239,43.42587,-82.265899,0,1
3469,2020-06-22 10:58:54,4599735407877245080,"fraud_Rippin, Kub and Mann",misc_net,796.31,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,90c558cd8549097f867dcf7b25c1d00d,1371898734,35.918496999999995,-89.76369100000001,0,1
3944,2020-06-22 13:43:39,5104807169438134,fraud_Macejkovic-Lesch,shopping_pos,912.03,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,ff9e0a743ab6556db5750a89ad390342,1371908619,40.564275,-73.11965500000001,0,1
5718,2020-06-22 22:09:33,180018375329178,fraud_Dooley Inc,shopping_pos,1060.92,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,aab7812ba81e0bcabb38d313174ae320,1371938973,42.341918,-83.369734,0,1
6539,2020-06-23 03:30:22,30376238035123,fraud_Fisher-Schowalter,shopping_net,1084.13,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,5966d1dd8a3b27a3ca51e2e83f39d7da,1371958222,42.852563,-124.43172,0,1
6546,2020-06-23 03:35:18,3546674063249004,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,885.07,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,1984-07-05,b9940090ed41234677870c6c7076b95f,1371958518,31.717089,-97.641174,0,1
7420,2020-06-23 10:21:28,4092452671396169678,"fraud_Parisian, Schiller and Altenwerth",misc_net,827.94,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,e3010e097b5f9e3511e7268b758ea91b,1371982888,34.749054,-79.26815500000001,0,1
7634,2020-06-23 12:08:14,3543299015720986,fraud_Beier LLC,entertainment,318.04,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,dd422e15d590698521ff9fea4658f28f,1371989294,37.215795,-81.944112,0,1
8608,2020-06-23 17:02:31,4789911625179723,"fraud_Bernhard, Grant and Langworth",shopping_pos,956.97,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,18f42f69babab8746bfb774b0189fb64,1372006951,41.443495,-73.713479,0,1
9688,2020-06-23 22:23:04,6538891242532018,fraud_Kris-Padberg,shopping_pos,670.22,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,3b9f6d71c598608bd4a109fe289d1c0c,1372026184,35.355757000000004,-90.635023,0,1
9743,2020-06-23 22:37:18,180067784565096,fraud_Schoen-Quigley,kids_pets,18.31,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,258eaf69af2928737fa00e71243c2f85,1372027038,43.45423,-87.639507,0,1
9810,2020-06-23 22:56:29,3504178999463051,fraud_Kilback and Sons,entertainment,321.07,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,6cbc8f66c79975852560d2d558fa962b,1372028189,40.434465,-83.940422,0,1
9947,2020-06-23 23:41:34,3513618443244549,fraud_Ernser-Feest,home,277.02,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,ea951f84152badbce37efa429544ca26,1372030894,43.842843,-98.424189,0,1
9954,2020-06-23 23:45:47,577588686219,"fraud_Windler, Goodwin and Kovacek",home,365.72,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,1997-10-23,88eff4b781ae583c9117ff34c6231f7c,1372031147,39.701679,-79.760892,0,1
9960,2020-06-23 23:47:45,30131826429364,fraud_Beer-Jast,kids_pets,18.18,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,4738f4f14c9418a48090e09d1c7b3c3a,1372031265,35.151239000000004,-84.490103,0,1
10036,2020-06-24 00:26:45,180098888332620,fraud_DuBuque LLC,grocery_pos,315.45,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,6337ebf236753a68a2697295960a30b7,1372033605,42.385601,-79.023729,1,1
10047,2020-06-24 00:44:24,180098888332620,"fraud_Huel, Hammes and Witting",grocery_pos,279.78,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,193eebbe720a3f04ab49e04ec2355902,1372034664,41.898108,-78.397992,1,1
10151,2020-06-24 02:38:53,30175986190993,fraud_Kuphal-Predovic,misc_net,718.5,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,21fca489f903a94d3052404813efc415,1372041533,48.207516,-96.761507,0,1
10167,2020-06-24 02:56:50,180098888332620,fraud_Murray-Smitham,grocery_pos,287.38,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,a623c5c05b514e3d56ee333bd5565adc,1372042610,42.012741,-79.204228,1,1
10193,2020-06-24 03:21:56,180098888332620,fraud_Heidenreich PLC,grocery_pos,276.4,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,e1cc0619cfe18299992638e7a19d5b3d,1372044116,43.042593,-79.05250799999999,1,1
10206,2020-06-24 03:33:40,180098888332620,fraud_Huels-Hahn,gas_transport,7.82,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,75ecf87a722ea6a87d1d0dbb72919412,1372044820,41.864069,-79.63338399999999,1,1
10392,2020-06-24 06:20:26,3596217206093829,fraud_Harber Inc,gas_transport,21.73,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,8c1502469ef93f39d249bf7ae304e5e2,1372054826,41.123464,-91.475935,0,1
11666,2020-06-24 22:03:55,180098888332620,fraud_Durgan-Auer,misc_net,790.54,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,80275a9dbfd3b1a7a5a11bcaa000afab,1372111435,43.22957,-78.451208,1,1
11669,2020-06-24 22:07:11,180098888332620,fraud_Bednar Group,misc_net,723.23,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,16aee906e2a1167ab8c20770a5b7cf79,1372111631,41.673916,-78.922416,1,1
11710,2020-06-24 22:30:10,180098888332620,fraud_Sawayn PLC,shopping_pos,996.31,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,5b52378eee32883f0dd60e506ac911fd,1372113010,43.110777,-78.685005,1,1
11770,2020-06-24 23:06:34,180098888332620,"fraud_Mosciski, Ziemann and Farrell",shopping_net,902.3,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,6e37d3d1cc9d701679fd3910c20808d6,1372115194,41.940223,-78.541627,1,1
11780,2020-06-24 23:15:28,180098888332620,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,741.77,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,b971b65d32c1d9b36223370bb5744a94,1372115728,43.225233,-77.81421800000001,1,1
11789,2020-06-24 23:20:06,3593118134380341,fraud_Terry-Huel,shopping_net,900.77,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,53252776f86750964b0ab9b922708d15,1372116006,44.971125,-68.90919699999999,1,1
11799,2020-06-24 23:24:22,180098888332620,fraud_Pfeffer and Sons,shopping_pos,1047.3,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,8c171170a9bf40cd94df9c66c3ede970,1372116262,43.217469,-78.33609399999999,1,1
11831,2020-06-24 23:46:55,3593118134380341,fraud_Ruecker Group,misc_net,737.99,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,684959c9c371a7c2407502b86861bd76,1372117615,44.894012,-68.76144599999999,1,1
11943,2020-06-25 01:24:05,377895991033232,fraud_O'Hara-Wilderman,food_dining,10.6,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,584cc14e54abb4d82b9918915c09d712,1372123445,41.699509,-73.097082,0,1
12336,2020-06-25 06:51:20,630424987505,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,760.98,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,a070c74268a2517c48fbc5085158f3bf,1372143080,39.179303,-80.338773,0,1
12393,2020-06-25 07:32:45,4173950183554608,fraud_Mante Group,misc_net,982.47,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,f6f48012ee57692fd84c7efcb8cbe2c8,1372145565,40.661566,-73.00201,0,1
13427,2020-06-25 19:21:09,3528407217576457,fraud_Jast and Sons,food_dining,130.17,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987-02-14,f31acc54a66cb31ff0e1a95e6f80acb4,1372188069,36.326008,-81.805482,0,1
13741,2020-06-25 22:24:27,3593118134380341,fraud_Miller-Harris,misc_net,850.82,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,26b513dd77a2680fab058dd8b113c108,1372199067,44.386233,-68.757723,1,1
13774,2020-06-25 22:45:22,180036456789979,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,272.2,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,e9a0dc599ae10a2d723f2aa60e1febac,1372200322,43.386103000000006,-91.193705,0,1
13806,2020-06-25 23:01:19,3593118134380341,fraud_Goyette Inc,shopping_net,976.48,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,49a574fd22e8a19f229830c40eda50b2,1372201279,44.955637,-67.503251,1,1
13821,2020-06-25 23:08:03,3540075240003197,"fraud_Turcotte, McKenzie and Koss",entertainment,440.71,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,fde476e437970c7e1643fdd257bf6103,1372201683,44.184327,-93.683582,0,1
13871,2020-06-25 23:35:33,6011893664860915,"fraud_Becker, Harris and Harvey",personal_care,17.72,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,13410f9c7beec19649329f73b4245ed8,1372203333,38.676888,-105.45063600000002,0,1
13883,2020-06-25 23:43:08,30197398657930,fraud_Greenholt Ltd,health_fitness,214.72,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,0b44629aa7b62cbffd32e0e61d721ac7,1372203788,35.326806,-78.39899100000001,0,1
13954,2020-06-26 00:33:21,30181367542315,fraud_Bashirian Group,shopping_net,986.24,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,44b377dc4b8280e03dccaaa5c8afdd12,1372206801,44.338467,-121.222536,0,1
14043,2020-06-26 01:35:14,213161231269724,"fraud_Osinski, Ledner and Leuschke",grocery_pos,297.2,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,ec0fd69e21b2d1227bdd96d25061c74c,1372210514,33.248204,-85.74504499999999,1,1
14064,2020-06-26 01:51:55,213161231269724,fraud_Kilback LLC,grocery_pos,315.72,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,79f7c82fe50e90466309135ad1b793d9,1372211515,34.843287,-85.800046,1,1
14386,2020-06-26 05:56:53,213161231269724,"fraud_Schaefer, Maggio and Daugherty",gas_transport,8.32,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,01bbbf7a906610fe6f4fd20c7d4ca99a,1372226213,33.27753,-86.362105,1,1
14489,2020-06-26 07:00:33,4646845581490336108,"fraud_Rowe, Batz and Goodwin",grocery_pos,277.45,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,78b8a5163b9e03daa36c47e38a33f2b6,1372230033,41.694461,-73.411599,0,1
14678,2020-06-26 09:31:33,6544734391390261,fraud_Kunze Inc,grocery_pos,309.04,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,442a3b75f70a884b86275f9db67f17a5,1372239093,40.821649,-86.546862,1,1
15765,2020-06-26 19:43:41,5104807169438134,"fraud_Watsica, Haag and Considine",shopping_pos,772.53,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,c8a0a7b510312bd5409c4c037800cb2b,1372275821,41.650254,-73.053866,0,1
15859,2020-06-26 20:36:36,213112402583773,fraud_Rempel Inc,shopping_net,1061.45,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,b77e7a9659a334a4780e693bc153b06e,1372278996,34.804487,-82.573738,0,1
16043,2020-06-26 22:05:20,4294040533480516,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,688.64,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,0020bce96b845032283fb3911b09ecfd,1372284320,32.499692,-81.91554000000001,0,1
16050,2020-06-26 22:08:07,213161231269724,"fraud_Herman, Treutel and Dickens",misc_net,749.59,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,decbf2d0117525e5104b9c8bf353dd1c,1372284487,34.483166,-86.33510799999999,1,1
16078,2020-06-26 22:20:01,213161231269724,fraud_Heathcote LLC,shopping_net,1129.53,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,7950c9c41b8854359ef6307ed6d15678,1372285201,34.539133,-86.76194100000001,1,1
16155,2020-06-26 22:55:04,213161231269724,fraud_Volkman Ltd,misc_net,844.29,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,e8cdb55d2b4a6f26f9d999bcd65fead1,1372287304,34.590163000000004,-85.76717099999999,1,1
16196,2020-06-26 23:18:46,6544734391390261,fraud_Schumm PLC,shopping_net,949.88,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,913d395d3dfc5d93fdf25dc9f7870653,1372288726,41.618135,-87.55474699999999,1,1
16229,2020-06-26 23:37:45,6544734391390261,fraud_Boyer PLC,shopping_net,935.06,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,9d24c700341ca7aa0e9b3d48fcf4e2b1,1372289865,41.155063,-86.64502900000001,1,1
16231,2020-06-26 23:38:10,6544734391390261,fraud_Kerluke-Abshire,shopping_net,1025.61,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,92cb4901841afb9c374df14d36dfac38,1372289890,41.802631,-88.38959200000001,1,1
16326,2020-06-27 00:42:18,3573386445588324,"fraud_Stroman, Hudson and Erdman",gas_transport,18.25,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,2e8c9135069fbe6f5aa93a8fa2ac655f,1372293738,44.744951,-98.214561,1,1
16365,2020-06-27 01:14:25,6544734391390261,fraud_Koss and Sons,gas_transport,11.82,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,bbcd797cf07dcba83d609ee6a5b79f6f,1372295665,41.554511,-87.016728,1,1
16435,2020-06-27 02:03:20,30235438713303,fraud_Paucek-Wiza,grocery_net,15.06,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,a189c67f0bcae0e6537a5c2a0e5f9fec,1372298600,37.967405,-81.631752,0,1
16442,2020-06-27 02:06:49,6544734391390261,"fraud_Tillman, Fritsch and Schmitt",misc_net,764.71,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,edcfe3e9c8859adcb31bba8bdb90286d,1372298809,41.870903000000006,-87.172741,1,1
16575,2020-06-27 03:48:35,6544734391390261,fraud_Hackett-Lueilwitz,grocery_pos,294.78,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,d5ae7acabb0e7eac640e72d0e5c0528f,1372304915,41.505282,-86.715398,1,1
16714,2020-06-27 05:38:54,378858024506425,fraud_Price Inc,shopping_net,1002.2,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1935-01-29,5bc3f9425bdc1a4051c396be73d7bc50,1372311534,32.911947999999995,-111.711878,0,1
17711,2020-06-27 16:14:03,6544734391390261,fraud_Schumm PLC,shopping_net,917.11,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,75c0ae4b4a70b9905579fcb4b612569e,1372349643,40.691289000000005,-87.41234399999999,1,1
18205,2020-06-27 20:18:28,3500969075198072,fraud_Jast Ltd,shopping_net,934.86,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,f5a36c79c135dac1d8dd05c1b0785305,1372364308,46.292585,-117.06859,0,1
18509,2020-06-27 22:55:13,3573386445588324,fraud_Spencer PLC,entertainment,614.72,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,140105375e97c577a1a0d363e4cedcd4,1372373713,44.920705,-99.264799,1,1
18511,2020-06-27 22:56:17,4169759661243568,fraud_Feil-Morar,health_fitness,311.28,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,a900d54593fd28aacc2a3b1aa7de5074,1372373777,40.667032,-75.92457900000001,0,1
18534,2020-06-27 23:04:11,213161231269724,"fraud_Towne, Greenholt and Koepp",shopping_net,996.41,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,3d267ca2d3dfdd0330952d5e751fc11d,1372374251,34.247756,-84.94930500000001,1,1
18537,2020-06-27 23:07:02,213161231269724,fraud_Medhurst PLC,shopping_net,895.25,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,e97bba7a016e370eb4523ef437e3020a,1372374422,33.710897,-85.09965600000001,1,1
18572,2020-06-27 23:26:42,213161231269724,fraud_Bashirian Group,shopping_net,1134.41,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,815353b246f784616181388d7be9000d,1372375602,33.114693,-85.83744300000001,1,1
18885,2020-06-28 02:01:49,3581130339108561,fraud_Heidenreich PLC,grocery_pos,314.28,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,cc544877174677085ec9ae06d02d2c85,1372384909,40.256607,-81.036006,1,1
19034,2020-06-28 03:23:52,3573386445588324,"fraud_Schumm, Bauch and Ondricka",grocery_pos,319.53,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,75c12eac15ec1bfcfa937d917e5e7cf1,1372389832,45.247843,-98.280882,1,1
20008,2020-06-28 12:25:00,3518669219150142,fraud_Hickle Group,shopping_pos,743.36,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,9df0c05bb8b9d9ccc63829c50e5d5f35,1372422300,38.231955,-83.861171,0,1
21704,2020-06-28 22:07:17,4279161831637,"fraud_Goyette, Howell and Collier",shopping_pos,1029.49,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,d04e691b1bef080720344ab05bd607bd,1372457237,39.432092,-80.610049,0,1
21721,2020-06-28 22:12:08,3581130339108561,"fraud_Labadie, Treutel and Bode",shopping_net,1159.89,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,8a6c3bd7b38794bb2355ee761f5325b5,1372457528,40.763354,-81.317657,1,1
21919,2020-06-28 23:19:07,4635330563105903,fraud_Turner and Sons,shopping_pos,878.43,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,d5e3f7df460a54b29b624df86a4681e8,1372461547,39.682892,-76.608,0,1
